ID,Category,Prompt,Intent,Solution,Severity,Response Type,Keywords
1222,Crisis,I feel like I might harm myself 216,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1223,Informational,Can you explain mental health topic 217 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1224,Informational,Can you explain mental health topic 218 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1225,Emotional Venting,I am really upset and frustrated about things 219,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1226,Support Seeking,I feel stressed and need help with situation 220,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1227,Support Seeking,I feel stressed and need help with situation 221,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1228,Support Seeking,I feel stressed and need help with situation 222,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1229,Crisis,I feel like I might harm myself 223,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1230,Emotional Venting,I am really upset and frustrated about things 224,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1231,Emotional Venting,I am really upset and frustrated about things 225,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1232,Emotional Venting,I am really upset and frustrated about things 226,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1233,Crisis,I feel like I might harm myself 227,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1234,Support Seeking,I feel stressed and need help with situation 228,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1235,Support Seeking,I feel stressed and need help with situation 229,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1236,Crisis,I feel like I might harm myself 230,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1237,Emotional Venting,I am really upset and frustrated about things 231,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1238,Support Seeking,I feel stressed and need help with situation 232,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1239,Support Seeking,I feel stressed and need help with situation 233,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1240,Emotional Venting,I am really upset and frustrated about things 234,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1241,Informational,Can you explain mental health topic 235 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1242,Crisis,I feel like I might harm myself 236,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1243,Support Seeking,I feel stressed and need help with situation 237,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
